"match_map_id","player_id","total_kills","total_deaths","total_assists","kill_death_ratio","total_score","damage_dealt","highest_streak","untraded_deaths","traded_deaths","untraded_kills","traded_kills","tacticals_used","lethals_used","dead_silence_time","friendly_damage","distance_traveled","average_speed","control_tiers_captured","first_blood_kills","bombs_planted","bombs_defused","sneak_defuses","aces","hp_hill_time","hp_hill_time_contested","rotation_kills"
19528,266,8,9,1,0.89,1100,1057,2,6,1,6,1,10,6,27,2,42017.41016,89.20696259,,3,3,0,0,0,,,0
19529,51,33,25,4,1.32,3975,3509,4,21,4,26,7,13,7,149,0,101072.5703,211.8800354,7,0,,,,0,,,0
19529,112,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,,,0
19529,222,20,20,7,1,2875,2496,5,17,4,16,4,10,15,0,91,73378.84375,166.7477722,11,0,,,,0,,,0
19529,266,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0
19530,51,16,20,5,0.8,2745,1901,3,16,4,10,6,3,3,50,0,45345.73047,193.6818237,,0,,,,0,27,3,5
19530,112,16,17,2,0.94,2845,1851,3,15,2,10,6,7,6,0,0,43313.125,181.0362854,,0,,,,0,57,2,3
19530,222,9,21,6,0.43,1790,1263,2,14,7,5,4,4,6,0,0,48482.01563,204.4635925,,0,,,,0,24,2,1
19530,266,12,21,6,0.57,1665,1416,3,15,6,7,5,7,7,22,0,44114.01563,190.1928406,,0,,,,0,19,1,2
19531,51,8,5,0,1.6,700,717,2,5,0,3,3,5,4,43,0,39998.66797,105.8003845,,3,0,0,0,0,,,0
19531,112,7,4,2,1.75,875,854,4,4,0,4,2,8,7,42,0,41166.42188,120.9346313,,3,0,1,0,0,,,0
19531,222,4,5,2,0.8,250,729,3,3,1,2,0,6,7,0,0,37816.01563,113.9097672,,0,0,0,0,0,,,0
19531,266,8,3,1,2.67,1125,1008,3,1,1,6,1,5,6,45,0,47918.01172,137.1889954,,0,2,0,0,0,,,0
19537,54,15,17,6,0.88,4135,1649,3,12,5,11,4,14,14,0,20,49198.15625,143.6802216,,0,,,,0,166,15,2
19537,223,20,26,5,0.77,3480,2273,5,18,8,12,8,9,15,70,0,65228.09766,194.4037018,,0,,,,0,64,10,6
19537,227,32,23,8,1.39,4125,4091,5,15,8,26,6,3,9,0,29,60064.98438,180.4497833,,0,,,,0,15,2,7
19537,430,29,25,5,1.16,4355,3054,4,18,7,18,11,9,13,96,0,65220.88672,205.0853119,,0,,,,0,38,6,8
19538,54,4,6,2,0.67,400,876,2,4,2,2,1,8,7,0,0,25552.83984,54.8543396,,0,0,0,0,0,,,0
19538,223,8,7,0,1.14,1100,952,2,5,1,6,2,8,8,0,0,31362.52539,65.7720871,,1,1,0,0,0,,,0
19538,227,12,7,1,1.71,1050,1393,4,5,0,6,4,4,6,39,0,25187.0918,56.63683701,,2,0,0,0,0,,,0
19538,430,10,6,1,1.67,1400,1383,6,4,1,6,2,7,5,35,0,37095.96094,79.33476257,,0,3,0,0,0,,,0
19539,54,25,18,1,1.39,3025,2956,7,16,2,22,2,14,16,0,89,72026.99219,168.8050995,7,0,,,,0,,,0
19539,223,30,26,2,1.15,3425,3847,4,20,6,24,6,10,13,96,1,76392.42969,185.8899841,3,0,,,,0,,,0
19539,227,11,25,5,0.44,1325,1537,2,19,6,8,3,2,4,0,0,85003.79688,205.3018646,0,1,,,,0,,,0
19539,430,27,31,7,0.87,3350,3991,4,25,6,14,13,9,11,102,0,84780.90625,207.5983276,4,1,,,,0,,,0
19540,54,28,23,7,1.22,3820,3785,4,15,9,19,9,17,16,0,105,59680.65234,164.4468231,,0,,,,0,47,1,7
19540,223,30,27,10,1.11,4870,3157,5,18,9,22,8,14,18,109,1,65877.50781,180.2899017,,0,,,,0,52,5,5
19540,227,30,17,7,1.76,5670,2934,4,9,8,23,7,3,10,0,60,57068.91406,152.0532074,,0,,,,0,138,2,6
19540,430,25,28,13,0.89,4390,3196,4,18,10,19,6,9,14,104,1,66234.875,200.0015259,,0,,,,0,55,1,5
19537,66,22,24,7,0.92,4850,2545,5,19,5,14,8,12,8,0,45,56302.07813,174.9159851,,1,,,,0,140,15,5
19537,225,24,21,4,1.14,4095,2439,3,15,6,16,8,13,9,0,100,57338.94531,174.8170166,,0,,,,0,72,9,3
19537,268,25,22,10,1.14,4025,3315,4,16,6,19,6,12,14,65,0,56623.125,182.5430603,,0,,,,0,50,2,3
19537,425,20,29,11,0.69,2655,3177,5,17,12,14,6,9,4,76,1,64611.23438,212.6080475,,0,,,,0,13,3,7
19538,66,3,9,2,0.33,375,639,2,6,3,2,0,6,7,50,4,26137.19336,55.64292145,,0,1,0,0,0,,,0
19538,225,6,9,1,0.67,775,923,4,8,0,5,0,10,7,23,40,35756.60938,75.99015045,,2,2,0,0,1,,,0
19538,268,6,10,1,0.6,600,921,1,4,3,3,3,10,4,30,13,30853.07227,64.03181458,,1,0,0,0,0,,,0
19538,425,11,6,2,1.83,975,1258,6,2,3,8,1,6,5,38,0,38490.36328,79.19211578,,4,0,0,0,1,,,0
19539,66,25,19,3,1.32,3025,2853,4,14,5,23,2,12,11,0,69,68876.88281,160.6861572,5,0,,,,0,,,0
19539,225,28,21,4,1.33,3075,3438,7,17,4,23,5,15,12,53,2,76624.21094,188.5312042,6,1,,,,0,,,0
19539,268,21,25,9,0.84,2650,3095,3,17,8,17,4,15,16,99,85,70538.39844,174.8386383,2,1,,,,0,,,0
19539,425,26,28,7,0.93,3125,3066,4,20,7,17,9,10,10,123,0,85140.48438,210.5235596,5,0,,,,0,,,0
19540,66,15,31,8,0.48,3015,1925,2,21,10,6,9,7,10,0,72,50690.375,156.9185028,,0,,,,0,54,3,1
19540,225,27,22,6,1.23,4500,3055,3,17,5,18,9,9,12,0,0,52676.94531,162.6008301,,0,,,,0,90,2,6
19540,268,28,32,5,0.88,3390,3064,4,26,6,18,10,12,13,42,86,53571.19141,174.6244049,,1,,,,0,14,1,7
19540,425,25,28,13,0.89,4400,3665,5,19,9,18,8,5,9,138,1,63978.86328,186.7106781,,0,,,,0,20,2,7
19572,44,14,17,2,0.82,2135,1774,2,14,3,10,4,6,6,71,3,45633.19141,211.4099121,,0,,,,0,16,3,5
19572,61,8,17,5,0.47,1625,1323,3,12,5,5,3,6,4,0,30,42691.57813,192.5139771,,0,,,,0,25,3,1
19572,361,12,19,5,0.63,2235,1525,3,16,3,5,7,10,6,52,0,42207.86328,215.8307495,,0,,,,0,31,2,2
19572,426,9,20,6,0.45,1370,1149,2,13,7,5,4,3,3,0,0,41400.27344,194.0681,,0,,,,0,7,4,2
19573,44,7,8,2,0.88,925,1012,2,7,1,5,1,5,8,31,0,39169.74219,71.87287903,,3,2,0,0,0,,,0
19573,61,11,3,1,3.67,1100,1493,10,2,1,9,0,8,10,0,1,42317.24219,86.00326538,,2,0,1,0,0,,,0
19573,361,8,5,1,1.6,950,847,4,3,0,6,1,10,10,41,0,38611.60547,78.90618896,,0,0,1,0,0,,,0
19573,426,6,7,3,0.86,550,906,4,4,2,4,0,9,8,9,0,39494.6875,77.44116974,,1,0,0,0,0,,,0
19574,44,33,33,13,1,4225,4027,4,26,7,19,14,18,21,246,0,105513.8125,223.2982178,3,2,,,,0,,,0
19574,61,25,17,7,1.47,3200,2838,6,10,7,20,5,6,16,0,79,74625.33594,150.9954681,2,0,,,,0,,,0
19574,361,32,23,5,1.39,3825,3249,5,16,7,26,6,16,13,165,0,76632.65625,165.3802185,7,0,,,,0,,,0
19574,426,20,27,7,0.74,2750,2920,4,21,6,15,5,11,15,12,20,81608.35938,172.907196,7,1,,,,0,,,0
19575,44,26,25,6,1.04,3610,2803,6,18,7,19,7,20,20,63,0,73791.875,219.3223877,,0,,,,0,31,3,3
19575,61,19,20,5,0.95,3785,2272,4,13,7,14,5,14,15,0,0,57173.72266,174.5148163,,0,,,,0,101,3,1
19575,361,20,23,7,0.87,3070,2523,5,17,6,17,3,19,15,106,76,56752.34375,189.1428375,,0,,,,0,37,6,6
19575,426,22,18,8,1.22,3975,2550,3,10,8,15,7,11,14,0,1,57945.96875,179.7371826,,0,,,,0,85,5,6
19572,66,13,8,3,1.63,3765,1248,5,3,5,11,2,6,6,0,0,30596.94141,125.4785767,,0,,,,0,180,8,4
19572,225,18,15,7,1.2,3345,2191,5,9,6,12,6,12,6,0,0,37686.60547,171.0976105,,1,,,,0,57,3,0
19572,268,14,10,9,1.4,2485,1715,4,4,6,12,2,7,9,56,0,38712.51953,170.377533,,0,,,,0,37,2,2
19572,425,28,10,1,2.8,3780,2918,6,9,1,20,8,5,2,77,0,36308.76172,180.6739502,,0,,,,0,23,1,4
19573,66,7,8,1,0.88,675,1037,3,5,1,4,1,10,4,30,0,50127.92969,87.62444305,,2,1,0,0,0,,,0
19573,225,4,7,3,0.57,625,845,3,6,1,2,1,10,9,0,0,31114.85156,62.23504639,,0,2,0,0,0,,,0
19573,268,6,9,2,0.67,700,776,3,9,0,4,2,8,9,15,0,27884.70313,61.95951462,,0,0,0,0,0,,,0
19573,425,6,8,0,0.75,600,952,3,4,0,6,0,7,3,37,35,45693.87891,81.06819153,,2,0,0,0,0,,,0
19574,66,22,28,7,0.79,3100,2937,3,20,8,15,7,14,12,0,0,86308.8125,183.4835968,13,0,,,,0,,,0
19574,225,20,28,4,0.71,2875,2445,4,23,5,15,5,21,16,38,0,92548,205.5575714,10,0,,,,0,,,0
19574,268,31,28,8,1.11,3900,3848,6,20,8,23,8,18,19,109,0,85977.28906,181.8434906,7,2,,,,0,,,0
19574,425,27,26,7,1.04,3150,3178,5,17,9,20,7,14,14,149,3,94237.72656,190.5557861,1,0,,,,0,,,0
19575,66,18,20,6,0.9,3165,2257,3,14,6,10,8,13,10,0,101,47929.26953,157.5548553,,0,,,,0,59,4,4
19575,225,19,24,4,0.79,3175,2318,3,20,4,14,5,15,11,0,102,60346.53125,193.7835236,,0,,,,0,51,1,5
19575,268,26,23,6,1.13,3740,3361,5,15,8,21,5,12,15,71,1,55735.05469,180.1517334,,1,,,,0,24,2,3
19575,425,23,20,5,1.15,4890,2497,5,16,4,13,10,11,9,169,2,50693.45313,154.5508423,,0,,,,0,139,9,2
19617,65,30,39,9,0.77,4490,3626,3,31,8,15,15,10,14,0,0,77777.59375,212.3096008,,0,,,,0,54,4,5
19617,264,20,22,8,0.91,3425,2759,3,16,7,14,6,9,10,0,0,60177.17188,156.3717651,,0,,,,0,70,4,2
19617,363,33,27,2,1.22,4940,3420,7,23,4,24,9,13,14,175,0,71339.85156,178.0207062,,0,,,,0,89,3,6
19617,517,22,23,10,0.96,4425,2498,4,14,9,17,5,3,7,57,44,61468.18359,151.9753876,,0,,,,0,95,5,6
19618,65,4,6,3,0.67,500,812,2,3,3,4,0,6,5,5,0,27150.60938,88.65792847,,0,0,0,0,0,,,0
19618,264,9,3,1,3,675,1129,6,3,0,5,1,8,7,0,0,22909.52734,68.25608826,,1,0,0,0,0,,,0
19618,363,8,5,1,1.6,625,724,4,5,0,5,1,5,5,30,0,21201.49023,59.23961258,,2,0,0,0,0,,,0
19618,517,10,5,1,2,1050,1138,6,2,0,7,2,7,4,0,0,26029.47852,75.53704071,,1,1,0,0,0,,,0
19619,65,22,31,13,0.71,3000,3056,4,20,11,15,7,15,15,86,12,108602.125,207.7396851,2,0,,,,0,,,0
19619,264,31,16,8,1.94,4025,3441,6,10,6,27,4,9,8,0,69,88504.66406,148.4604034,8,1,,,,0,,,0
19619,363,31,28,6,1.11,3675,3279,4,20,8,24,7,19,19,169,1,103980.5391,199.0068054,5,3,,,,0,,,0
19619,517,39,29,8,1.34,4350,4177,5,21,8,24,15,5,7,94,43,96334.80469,184.8802032,0,0,,,,0,,,0
19620,65,23,26,10,0.88,3545,2756,4,15,11,20,3,7,12,0,8,66177.3125,201.7618713,,0,,,,0,33,2,6
19620,264,13,20,13,0.65,3290,2314,2,15,5,10,3,14,15,0,74,66649.5,182.6071625,,0,,,,0,80,5,3
19620,363,28,19,5,1.47,3900,2711,8,17,2,24,4,14,11,97,0,62884.07422,177.3212433,,0,,,,0,45,7,6
19620,517,28,20,6,1.4,5090,3223,9,16,4,21,7,3,6,38,34,57456.11719,158.0371399,,1,,,,0,129,1,4
19617,66,30,24,9,1.25,4580,3458,5,15,9,27,3,10,12,0,30,53804.67188,137.1482086,,1,,,,0,73,1,8
19617,225,30,28,10,1.07,4655,3976,5,21,7,20,11,19,20,0,66,64084.17578,172.904068,,0,,,,0,64,10,8
19617,268,19,29,14,0.66,3835,2647,3,18,11,13,6,16,22,73,59,52593.15234,153.8524323,,0,,,,0,91,4,4
19617,425,32,24,7,1.33,4345,3436,4,16,8,24,8,10,3,302,1,72508.75,177.5528259,,0,,,,0,37,2,8
19618,66,7,7,0,1,600,1148,4,5,0,5,1,5,5,0,0,20405.75977,63.6942215,,3,0,0,0,0,,,0
19618,225,3,9,2,0.33,450,325,2,6,1,3,0,8,8,0,70,27913.68555,85.03755188,,1,1,0,0,0,,,0
19618,268,5,7,2,0.71,550,1040,2,4,2,3,1,9,7,41,4,25811.20703,74.38140869,,0,0,0,0,0,,,0
19618,425,4,8,1,0.5,375,590,3,6,1,2,1,4,2,26,0,23814.19531,69.91298676,,1,0,0,0,0,,,0
19619,66,19,29,8,0.66,2450,2690,4,23,6,16,3,11,9,0,1,96534.54688,195.8636932,4,0,,,,0,,,0
19619,225,23,33,9,0.7,3275,3422,4,22,11,14,9,19,20,0,10,98201.98438,195.2167816,9,0,,,,0,,,0
19619,268,34,30,12,1.13,4150,3798,4,23,7,21,13,14,15,192,2,106965.2344,204.2240295,4,1,,,,0,,,0
19619,425,28,31,9,0.9,3325,3556,4,22,9,20,8,15,5,214,1,105855.0625,201.8313751,0,0,,,,0,,,0
19620,66,19,23,6,0.83,4065,2368,4,16,7,13,6,8,5,0,66,50802.41797,162.8583069,,0,,,,0,144,4,2
19620,225,18,26,6,0.69,3050,2812,4,23,3,12,6,16,10,0,35,63228.97266,190.5175171,,0,,,,0,45,3,4
19620,268,24,20,5,1.2,3780,3151,5,16,4,18,6,6,11,71,0,52134.34375,159.0527039,,0,,,,0,68,3,8
19620,425,24,23,2,1.04,2785,2642,6,20,3,20,4,7,7,105,1,66480.58594,199.9124908,,0,,,,0,21,8,5
20097,65,29,21,7,1.38,4635,3057,7,13,8,27,2,14,12,116,1,75588.46875,196.6826477,,0,,,,0,56,6,7
20097,264,27,18,13,1.5,5295,2909,5,10,8,20,7,12,11,0,30,51561.89453,155.2334137,,0,,,,0,118,8,5
20097,428,19,22,10,0.86,4510,2513,4,13,9,15,4,13,10,120,0,61202.53125,173.016098,,0,,,,0,96,2,4
20097,517,28,20,10,1.4,4725,3567,3,15,5,19,9,5,9,0,0,58643.08594,172.709549,,0,,,,0,72,12,4
20098,65,6,8,0,0.75,600,631,2,6,2,2,3,4,3,37,0,33137.53516,81.65294647,,2,0,0,0,0,,,0
20098,264,7,5,1,1.4,1055,1068,4,3,0,5,1,6,8,0,20,38379.92578,97.40550232,,1,0,1,0,0,,,0
20098,428,5,8,0,0.63,900,739,2,6,1,2,2,5,8,27,12,30811.62695,76.06758881,,0,2,0,0,0,,,0
20098,517,9,5,1,1.8,900,1176,3,4,0,6,1,2,3,21,0,39650.83203,98.27835846,,0,0,0,0,0,,,0
20099,65,23,21,6,1.1,2625,2339,3,12,9,15,8,19,16,67,28,81142.75,223.6408386,4,1,,,,0,,,0
20099,264,18,14,7,1.29,2605,1891,3,8,6,14,4,14,11,0,91,61396.72266,177.4915924,7,0,,,,0,,,0
20099,428,16,18,8,0.89,2375,2078,3,12,6,12,4,16,9,56,0,70459.60938,205.1160431,7,0,,,,0,,,0
20099,517,27,18,13,1.5,3775,3632,4,13,5,17,9,9,8,0,69,67647.22656,185.7931824,1,1,,,,0,,,0
20097,66,18,26,9,0.69,3290,2673,3,22,4,10,8,16,10,0,48,58164.63281,187.5620575,,1,,,,0,53,9,4
20097,225,19,26,10,0.73,3170,2597,5,19,7,12,7,9,10,75,0,68716.35156,201.1985931,,0,,,,0,27,8,4
20097,268,21,25,4,0.84,3590,2805,4,20,5,15,6,18,17,0,62,57985.94922,181.1136322,,0,,,,0,56,8,2
20097,425,23,26,7,0.88,4010,2535,3,20,6,14,9,11,6,71,0,62715.94141,184.7917786,,0,,,,0,61,6,2
20098,66,9,7,1,1.29,900,1183,3,5,1,8,1,8,6,49,0,36104.61719,94.98116302,,3,0,0,0,0,,,0
20098,225,4,7,3,0.57,900,771,2,3,3,3,0,7,6,41,0,43897.67188,105.3059158,,0,3,0,0,0,,,0
20098,268,4,7,1,0.57,455,957,2,3,1,3,1,6,8,0,30,42935.60547,108.9562149,,2,0,0,0,0,,,0
20098,425,9,6,1,1.5,975,966,5,4,2,5,1,5,5,71,0,44533.34766,107.4039307,,1,0,0,0,0,,,0
20099,66,18,20,7,0.9,2265,2238,2,14,6,13,5,11,11,0,28,57085.39844,175.0126953,0,0,,,,0,,,0
20099,225,17,22,4,0.77,2050,1925,2,17,5,12,5,16,11,44,0,68599.94531,206.6803589,3,0,,,,0,,,0
20099,268,15,20,9,0.75,2150,2225,2,12,7,8,7,17,18,0,97,67502.10156,197.1326294,2,0,,,,0,,,0
20099,425,21,22,6,0.95,2400,2716,3,15,7,12,9,17,9,91,1,68512.42188,197.7015686,1,1,,,,0,,,0
20182,223,20,26,5,0.77,3280,2309,3,16,10,15,5,12,17,120,0,86036.25,221.7473297,,0,,,,0,18,5,3
20182,227,17,21,7,0.81,3085,2189,3,13,8,14,3,18,13,0,3,69757.65625,179.7398376,,1,,,,0,48,6,0
20182,528,23,18,9,1.28,3935,2864,7,14,4,19,4,17,14,0,1,61868.10156,161.4548492,,0,,,,0,86,4,5
20182,576,28,25,5,1.12,4640,3237,5,21,4,16,12,18,21,120,1,74625.10938,194.6998901,,0,,,,0,84,2,6
20183,223,9,11,2,0.82,925,1188,2,9,2,7,2,6,11,57,0,48837.32422,94.12162781,,3,0,0,0,0,,,0
20183,227,6,8,3,0.75,850,1404,3,3,2,3,2,8,5,35,0,61386.45703,118.9320602,,1,1,0,0,0,,,0
20183,528,7,7,2,1,850,947,4,4,1,5,0,9,9,37,10,51301.32422,100.6148148,,1,1,0,0,0,,,0
20183,576,6,10,0,0.6,800,652,2,8,0,5,0,8,6,52,0,54416.94141,101.6040878,,1,0,1,1,0,,,0
20184,223,20,20,7,1,2675,2653,4,14,6,14,6,13,7,108,1,81658.85938,214.1526489,2,2,,,,0,,,0
20184,227,22,13,4,1.69,2645,2897,7,10,3,21,1,14,12,0,10,59183.33203,155.9881287,7,0,,,,0,,,0
20184,528,29,13,5,2.23,3275,3031,10,9,4,25,4,13,8,0,35,60955.25,160.0822144,1,0,,,,0,,,0
20184,576,16,17,5,0.94,1975,2058,3,12,5,12,4,11,12,122,0,72001.22656,186.3308411,2,0,,,,0,,,0
20185,223,19,29,8,0.66,3385,2434,3,20,9,14,6,15,15,89,2,66485.73438,193.7449036,,0,,,,0,46,5,6
20185,227,25,16,9,1.56,3870,3223,5,14,2,23,2,11,12,0,30,52478.91797,144.292038,,0,,,,0,49,6,6
20185,528,25,23,7,1.09,4305,2862,7,17,6,18,7,19,13,0,0,65208.73047,184.6921234,,1,,,,0,80,0,6
20185,576,22,24,8,0.92,3745,2781,4,17,7,15,7,16,18,103,20,59279.32422,165.8497772,,0,,,,0,67,8,5
20182,66,20,21,10,0.95,4205,3012,4,14,7,17,3,9,12,0,61,58318.35156,162.2857208,,0,,,,0,93,6,7
20182,225,21,24,6,0.88,4255,2361,3,15,9,11,10,22,10,71,2,73632.25,189.6634369,,0,,,,0,88,4,7
20182,268,29,22,3,1.32,4000,3280,6,19,3,21,8,15,16,0,31,60485.05078,181.7874146,,0,,,,0,37,6,7
20182,425,20,21,7,0.95,3470,2698,5,16,5,15,5,11,15,98,0,66719.17188,181.9592285,,0,,,,0,42,0,3
20183,66,6,6,1,1,850,730,3,6,0,4,1,8,5,8,0,49317.20313,89.68424225,,0,0,0,0,0,,,0
20183,225,10,7,4,1.43,1345,1150,6,5,2,6,2,9,6,31,0,55889.21875,106.2463379,,1,2,0,0,1,,,0
20183,268,11,6,1,1.83,1200,1600,6,4,0,8,1,8,8,48,70,49129.22656,95.72395325,,1,1,0,0,0,,,0
20183,425,9,9,3,1,1050,1222,2,5,2,6,1,8,7,79,0,57096.26953,104.6229172,,3,0,0,0,0,,,0
20184,66,18,18,6,1,2165,2620,4,14,4,14,4,10,11,0,75,67663.97656,177.3012848,3,0,,,,0,,,0
20184,225,20,24,2,0.83,2325,2218,3,19,5,12,8,12,10,84,1,77039.55469,210.7304688,2,2,,,,0,,,0
20184,268,13,26,6,0.5,1930,2206,3,23,3,10,3,16,15,0,0,61891.80469,179.7649689,3,0,,,,0,,,0
20184,425,12,19,10,0.63,1650,1893,3,16,3,9,3,14,8,75,0,66689.49219,175.4462585,1,0,,,,0,,,0
20185,66,21,22,6,0.95,3695,2653,5,18,5,14,7,13,16,0,0,57678.54688,174.8192139,,0,,,,0,78,6,4
20185,225,22,25,8,0.88,4095,2824,4,18,7,14,8,15,13,126,0,59404.71484,177.0848999,,0,,,,0,77,10,4
20185,268,19,26,10,0.73,3340,3284,4,19,7,16,3,17,20,0,0,45143.67188,150.8592529,,0,,,,0,49,3,5
20185,425,30,18,4,1.67,4530,3156,5,15,3,24,6,14,16,243,1,54759.43359,150.4334259,,0,,,,0,88,1,5
20202,66,16,24,6,0.67,3370,2220,2,18,6,10,6,11,14,0,122,52877.11328,153.9390259,,0,,,,0,84,2,3
20202,225,20,30,6,0.67,3655,2607,3,23,7,8,12,9,13,56,100,62210.96094,175.8486633,,0,,,,0,73,1,2
20202,268,23,27,5,0.85,3690,2341,3,22,5,10,13,16,17,0,84,65254.51172,176.9874725,,0,,,,0,36,2,2
20202,425,29,26,6,1.12,3895,3266,4,21,5,23,6,11,8,106,2,64394.16797,171.5603943,,0,,,,0,22,4,5
20203,66,10,7,4,1.43,1100,860,4,6,0,6,1,11,7,0,0,37101.27734,74.57566071,,1,0,0,0,0,,,0
20203,225,10,9,4,1.11,1495,1345,5,3,4,6,3,9,8,14,0,48235.82813,95.72252655,,1,3,0,0,0,,,0
20203,268,5,7,2,0.71,720,1200,3,4,1,3,1,8,11,0,19,40702.05859,79.73986053,,1,0,1,0,0,,,0
20203,425,5,10,2,0.5,650,909,1,7,2,4,1,9,7,57,0,48995.80859,92.65154266,,2,1,0,0,0,,,0
20204,66,17,13,4,1.31,2035,2081,7,9,4,15,2,10,11,0,60,50157.57031,162.8765717,4,0,,,,0,,,0
20204,225,25,18,6,1.39,3100,2839,5,15,3,21,4,16,9,101,1,79978.4375,231.5197449,3,1,,,,0,,,0
20204,268,14,15,5,0.93,2095,2248,2,12,3,14,0,13,16,0,1,67757.64063,191.6089325,2,0,,,,0,,,0
20204,425,20,15,4,1.33,2275,2478,5,12,3,15,5,10,11,88,0,76470.65625,219.2017822,1,0,,,,0,,,0
20205,66,19,26,8,0.73,3850,2880,3,21,5,13,6,7,12,0,0,55090.85156,175.3666077,,0,,,,0,74,6,4
20205,225,18,27,6,0.67,3760,2315,3,20,7,11,7,8,6,91,0,71927.61719,206.6332245,,0,,,,0,76,6,0
20205,268,22,23,5,0.96,3800,2809,5,19,4,15,7,13,20,0,71,62820.73438,176.536972,,0,,,,0,69,8,3
20205,425,17,23,9,0.74,2810,2302,3,17,6,14,3,11,8,81,0,57216.08594,170.8667603,,0,,,,0,31,10,2
20202,46,21,19,14,1.11,4530,2954,3,11,8,18,3,13,13,0,1,64437.19141,161.5376892,,0,,,,0,92,3,4
20202,64,28,20,8,1.4,4370,3276,6,11,9,24,4,17,17,0,30,58330.89453,157.3526611,,0,,,,0,61,0,7
20202,97,28,27,9,1.04,4685,3168,4,15,12,22,6,20,17,76,57,63122.26563,171.0260468,,0,,,,0,66,1,4
20202,363,30,22,5,1.36,4555,3112,5,14,8,20,10,14,18,97,31,65287.18359,167.8799744,,1,,,,0,58,8,4
20203,46,8,8,5,1,1015,1208,4,6,2,5,3,10,7,0,43,40896.70703,79.3045578,,3,0,0,0,0,,,0
20203,64,3,9,4,0.33,505,904,2,9,0,2,1,8,10,4,0,43331.10156,84.77780151,,0,0,0,0,0,,,0
20203,97,11,7,2,1.57,1270,1451,5,3,2,7,2,10,11,16,10,49069.95313,98.25445557,,0,1,0,0,0,,,0
20203,363,11,6,2,1.83,1560,1514,6,1,2,6,1,9,10,60,0,58072.08594,116.537178,,3,2,1,0,0,,,0
20204,46,12,21,7,0.57,1820,1817,3,18,3,8,4,15,9,0,0,70211.19531,208.0972443,4,1,,,,0,,,0
20204,64,19,15,3,1.27,2085,2315,5,11,4,16,3,11,8,0,2,68196.46094,194.818161,4,0,,,,0,,,0
20204,97,17,18,7,0.94,2125,2134,4,16,2,12,5,11,11,76,31,73291.45313,215.9792175,6,1,,,,0,,,0
20204,363,13,22,5,0.59,1675,1726,4,20,2,12,1,9,8,69,0,75137.75,230.9454651,1,1,,,,0,,,0
20205,46,25,23,11,1.09,4310,3747,5,17,6,17,8,12,11,0,34,63847.44141,183.5440521,,0,,,,0,73,4,5
20205,64,19,15,11,1.27,4935,2491,3,10,5,15,4,15,13,0,70,59605.10547,147.0377045,,0,,,,0,131,14,4
20205,97,22,22,9,1,3620,2944,5,14,8,18,4,17,14,104,32,65825.78906,179.0286407,,0,,,,0,52,9,5
20205,363,33,16,6,2.06,4870,3233,6,12,4,27,6,11,10,133,0,69274.13281,170.7328186,,1,,,,0,57,8,7
